"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"412","Kirill Kaprizov","MIN","L","75","1204.0333333333","16.053777777778","7.52","-2.94","4.49","6.25","-0.53","4.04","4.2","0.98","2.83","1.53","0.53","8.76","0.75","0.03","7.30","5.46","0.41","4.64","4.44","-0.06","10.15","0.99","-0.01","16.27","1.35","0.63","0.84","0.67","0.51","3.25","5.19","-7.03","6.05","0.06","0.23","-3.64","11.73","90.09","1.018","10.81","13.85","5.43","35.43","66.56","21.98","19.53","14.2","60.74"
"413","Troy Terry","ANA","R","76","1097.55","14.441447368421","5.03","-2.95","3.59","4.52","-2.23","4.20","3.48","-1.96","4.91","0.49","0.2","3.96","0.13","0.04","1.03","1.49","1.13","0.58","-0.83","-0.77","-0.51","0.34","0.06","5.84","3.09","2.53","1.25","0.33","0.28","4.78","5.58","-4.4","5.15","-0.14","-0.1","-3.70","8.27","90.06","0.983","7.38","11.53","7.27","42.31","50.37","16.02","16.07","16.18","49.75"
"210","Adam Pelech","NYI","D","58","976.81666666667","16.841666666667","2.74","-3.01","2.35","1.69","-1.61","1.91","0.25","0.36","-0.08","0.05","0.65","-6.55","-0.17","-0.09","-0.80","-0.42","-2.54","1.83","-0.56","0.31","-1.96","-0.37","0.27","-13.89","0.19","-3.8","4.23","0.58","0.29","8.02","2.01","6.62","-2.03","-0.03","0.24","-10.10","8.33","91.38","0.997","6.2","11.67","10.93","51.6","36.20","16.46","18.06","23.28","41.42"
"387","Jeremy Lauzon","NSH","D","79","1230.45","15.575316455696","-7.63","-3.01","-1.85","-4.52","-1.48","-1.68","-2.07","-0.95","-0.89","-0.54","0.48","-10.33","-0.47","-0.06","-3.71","-4.7","-0.57","-3.60","-1.85","-0.22","-3.35","-0.59","0.59","-22.37","-3.8","-0.47","-3.77","0.22","0.12","2.54","-10.8","-0.12","-5.29","-0.23","-0.26","-0.49","7.25","90.74","0.980","4.44","12.78","8.58","53.64","34.08","11.95","20.48","20.14","37.23"
"641","Kaapo Kakko","NYR","R","61","724.05","11.869672131148","-1.24","-3.03","0.75","0.48","-2.52","1.77","1.23","-1.62","2.45","-0.59","-0.73","2.27","-0.22","-0.22","-0.10","-2.48","-0.56","-1.84","-0.59","-1.05","1.04","-0.11","-0.62","10.34","-2.52","0.65","-3.76","-0.15","-0.45","13.09","-1.52","-6.44","2.58","-0.53","0.33","-36.36","6.63","93.79","1.004","9.28","16.74","6.46","48.31","58.95","15.99","21.46","14.42","52.59"
"746","Joshua Roy","MTL","R","23","251.53333333333","10.936231884058","5.64","-3.05","3.68","5.72","-2.03","4.60","2.48","1.36","1.00","0.69","0.3","4.34","0.56","-0.52","9.89","3.03","-4.95","7.16","2.45","-2.2","10.10","0.31","-0.25","10.00","0.77","-3.66","4.87","-0.71","0.47","-31.16","4.18","-1.81","3.09","1.42","0.28","28.57","9.52","89.68","0.992","8.11","11.69","7.39","51.52","52.31","15.98","17.41","15.5","50.76"
"297","Sam Reinhart","FLA","C","82","1060.9666666667","12.938617886179","3.35","-3.06","2.66","3.11","-4.49","4.55","0.83","-3.25","3.71","1.15","-0.02","10.73","0.19","-0.47","6.88","2.15","-2.56","4.53","-0.59","-3.16","6.98","0.7","-0.2","18.25","3.67","0.8","2.69","0.11","-0.05","4.17","6.2","3.37","0.74","0.57","0.32","-2.56","10.07","92.40","1.025","12.5","14.7","10.97","42.13","53.25","21.72","19.85","20.36","51.61"
"348","Dryden Hunt","CGY","L","28","303.56666666667","10.841666666667","-7.24","-3.06","-1.60","-4.73","-3.01","-0.85","-2.81","-2.91","0.18","0.53","-0.7","11.23","-0.41","-0.15","-2.55","-7.2","-4.9","-2.32","-2.89","-1.4","-3.86","-0.39","-0.19","-4.55","-5.74","-4.67","-1.14","0.97","-0.4","30.37","0.22","0.22","-0.01","0.28","-0.3","16.67","9.79","90.51","1.003","9.68","12.45","6.92","51.19","58.33","18.18","16.01","15.02","54.76"
"579","Ty Dellandrea","DAL","C","42","445.3","10.602380952381","-7.76","-3.06","-1.73","-5.62","-3.75","-0.74","-3.25","-1.77","-0.93","-0.74","1.46","-19.15","-0.4","-0.22","-1.22","-3.9","-1.38","-1.92","-1.67","-0.52","-2.22","-1.06","0.95","-35.16","-2.96","-1.14","-1.71","-0.25","0.2","-8.82","-12.04","-2.76","-4.49","0.73","0.51","-1.54","8.26","85.71","0.940","6.74","11.59","9.3","51.07","42.02","15.63","17.38","18.32","46.03"
"339","Dakota Joshua","VAN","C","63","746.53333333333","11.849735449735","-1.12","-3.08","0.92","1.21","-3.21","2.81","1.63","-2.06","3.41","-0.09","-0.77","8.92","0.34","-0.31","6.44","1.1","-0.87","1.85","1.72","-2.09","8.50","0.12","-0.34","9.51","-0.83","1.63","-3.08","0.18","-0.6","22.08","-1.13","-2.79","0.91","-0.5","0.04","-39.26","10.06","94.10","1.042","8.52","16.32","11.09","53.05","43.44","15.91","21.46","21.14","42.95"
"195","Zemgus Girgensons","BUF","L","63","669.5","10.626984126984","-3.97","-3.1","-0.38","-4.17","-2.96","-0.79","-4.63","-1.98","-2.41","-0.87","-0.47","-3.96","-0.15","-0.14","-0.30","-2.58","-1.74","-0.93","1.08","0.2","2.20","-0.37","-0.02","-9.68","-4.89","-2.58","-2.91","-0.87","-0.38","-7.30","-5.61","-3.07","-1.32","0.25","-0.23","18.57","7.47","92.88","1.004","10.04","15.68","9.95","46.06","50.22","16.4","18.73","17.74","48.03"
"268","Aleksander Barkov","FLA","C","73","928.35","12.717123287671","5.52","-3.1","3.45","5.04","-4.44","5.50","3.24","-3.4","5.65","1.3","-0.59","19.16","0.45","-0.43","8.53","4.54","-1.45","5.19","1.03","-2.94","9.61","0.82","-0.56","28.83","4.68","1.99","2.12","-0.01","-0.13","3.86","6.33","1.28","1.87","0.74","0.09","11.11","9.93","93.88","1.038","12.41","15.51","11.31","43.37","52.32","21.46","21.07","20.04","51.71"
"459","Nathan Bastian","N.J","R","54","467.03333333333","8.6487654320988","-11.64","-3.1","-3.47","-11.65","-2.65","-5.50","-6.1","-1.47","-3.93","-0.99","0.43","-13.74","-0.76","-0.1","-6.23","-8.7","-2.77","-5.53","-1.63","-0.95","-1.35","-0.26","0.43","-9.47","-9.42","-2.43","-8.91","-0.87","-0.3","-21.84","-9.95","1.74","-5.80","-0.12","0.33","-21.21","7.35","88.32","0.957","7.07","15.03","10.66","58.07","39.86","11.82","18.63","19.27","38.02"
"314","David Pastrnak","BOS","R","82","1204.3333333333","14.686991869919","9.26","-3.11","5.40","8.89","0.3","5.24","6.16","1.7","3.96","1.34","0.4","6.82","0.53","0.26","2.49","5.62","1.09","4.12","0.62","0.65","-0.08","0.67","0.43","1.16","6.66","0.58","7.22","0.47","0.19","5.65","12.87","-7.33","10.66","0.45","-0.25","31.67","11.32","92.33","1.037","14.3","10.61","6.83","44.29","67.69","23.02","14.25","16.24","58.63"
"9","Evgeni Malkin","PIT","C","82","1157.45","14.115243902439","-0.37","-3.13","1.16","-1.46","-1.61","0.11","-1.16","-1.21","0.11","0.33","-0.18","4.69","-0.03","-0.2","1.53","0.29","-0.21","0.43","-0.05","-0.84","1.79","-0.14","0.31","-7.31","0.45","0.84","-0.44","0.33","-0.67","32.59","-0.98","-10.6","4.98","0.33","0.05","5.67","9.53","91.40","1.009","9.95","10.63","3.99","52.87","71.38","19.49","17.73","11.46","62.98"
"289","Trevor van Riemsdyk","WSH","D","70","1163.8166666667","16.625952380952","-3.05","-3.13","-0.13","-3.24","-2.95","-0.48","-1.07","-1.84","0.52","0.29","-0.32","6.16","-0.03","-0.43","3.96","-1.6","-2.34","0.65","0.57","-1.74","5.31","0.22","-0.15","6.40","-2.9","-0.8","-2.65","-0.08","-0.39","8.49","-4.51","-4.33","-0.61","0.18","0.18","3.68","9.55","90.91","1.005","4.23","11.03","6.34","50.47","40.00","14.74","17.68","17.53","45.69"
"480","Tanner Jeannot","T.B","L","55","607.08333333333","11.037878787879","-3.97","-3.13","-0.34","-3.54","-4.9","0.91","-1.98","-1.8","-0.22","-0.89","-0.3","-7.24","-0.37","-0.34","-0.46","-3.8","-4.88","1.31","-1.57","-2.66","3.01","-0.44","-0.48","1.40","-2.97","-2.96","0.21","-0.61","0.62","-27.35","-3.5","3","-3.42","0.01","-0.38","15.52","6.64","90.78","0.974","6.82","15.32","8.1","45.36","45.70","12.35","20.06","17.79","40.98"
"173","Connor Murphy","CHI","D","46","772.43333333333","16.792028985507","0.65","-3.14","1.48","1.02","-3.64","2.61","2.99","-3.16","5.21","-0.39","0.37","-7.64","0.16","-0.05","2.20","1.67","-0.4","2.03","0.51","0.47","0.62","0","0.23","-2.96","1.54","-1.16","3.09","-0.44","0.09","-15.28","-2.58","-5.29","0.93","-0.09","0.11","-7.73","6.13","89.42","0.955","4.12","10.1","8.54","50.26","32.52","13.44","17.32","17.09","44.02"
"651","Thomas Harley","DAL","D","79","1419.9666666667","17.974261603376","6.67","-3.15","3.97","3.4","-2.49","3.42","2.06","-2.47","3.97","0.54","-0.32","7.94","0.26","0.09","1.27","2.1","-0.85","2.59","0.6","0.54","-0.17","0.28","-0.26","9.81","2.01","-1.86","4.36","0.09","-0.11","4.37","10.55","-5.9","7.67","0.27","0.03","10.00","10.05","91.50","1.016","9.08","11.83","7.82","40.23","53.75","22.99","18.21","17.45","56.84"
"660","Jordan Spence","L.A","D","71","877.11666666667","12.353755868545","2.38","-3.15","2.40","1.56","0.56","0.47","1.07","1.27","-0.38","0.36","0.74","-5.39","-0.01","-0.01","0.00","3.81","0.52","2.75","1.18","1.61","-1.41","0.12","0.24","-3.07","3.51","-1.46","5.53","0.06","0.38","-10.09","-0.25","-6.88","3.78","0.28","0.32","-5.82","9.07","90.49","0.996","9.78","8.21","6.57","45.42","59.83","20.32","14.43","14.09","59.05"
"188","Brendan Gaunce","CBJ","C","24","265.8","11.075","-3.7","-3.16","-0.39","-3.26","-3.59","-0.14","-4.98","0.84","-5.29","-1.28","-0.42","-12.32","0.05","-0.49","4.56","0","-3.85","2.93","1.25","-1.69","6.19","0.06","0.08","0.20","-1.66","-2.88","0.97","-0.95","-0.38","-24.12","-9.99","1","-5.74","-0.9","-0.31","-58.82","5.71","92.16","0.979","5.42","11.29","8.13","51.92","40.00","11.51","15.58","19.19","37.50"
"112","Jon Merrill","MIN","D","65","793.66666666667","12.210256410256","-2.99","-3.18","0.06","-2.21","-3.12","0.55","-2.69","-0.61","-1.97","-0.43","-0.22","-2.29","-0.35","-0.03","-3.67","-1.49","0.45","-1.94","-1.58","1.45","-7.82","-0.75","0.15","-21.29","0.12","-1.33","1.79","-0.03","-0.24","4.55","-2.99","-10.32","3.54","0.5","-0.28","30.29","8.33","91.58","0.999","5.67","7.41","4.54","53.07","55.56","15.2","13","11.57","56.78"
"691","Tyler Kleven","OTT","D","9","105.73333333333","11.748148148148","1.32","-3.18","1.89","1.11","-5.19","3.83","-0.26","0.2","-0.39","-0.28","-0.63","2.02","0.61","0.01","6.25","2.03","-4.72","6.15","0.14","-0.85","2.07","-0.51","-0.87","5.00","2.51","-5.16","8.94","0.03","-0.7","16.67","-3.04","1.11","-2.16","0.29","1.11","-16.67","8.00","90.91","0.989","9.08","11.35","5.67","60.72","61.54","15.89","15.32","13.62","53.85"
"726","Matthew Kessel","STL","D","39","619.81666666667","15.892735042735","-1.98","-3.22","0.34","-2.09","-4.71","1.24","-1.4","-5.66","3.31","-0.61","-0.52","-0.98","-0.13","-0.24","0.62","-1.89","-0.63","-1.47","-0.66","-0.28","-1.21","0.12","0.03","2.37","-1.64","-0.47","-1.63","-1.25","-0.29","-27.13","-5.11","-7","0.38","0.29","-0.47","43.33","7.45","93.26","1.007","5.42","12.78","6","52.18","47.46","14.71","17.52","16.26","47.50"
"98","Erik Haula","N.J","L","76","995.85","13.103289473684","1.04","-3.27","1.88","0.45","-3.14","2.18","1.59","-3.42","4.36","-0.17","-0.19","0.20","0.16","-0.34","4.78","1.34","-0.31","1.49","0.18","-1.61","4.16","0.02","-0.04","0.89","1.56","1.73","-0.32","-0.08","0.07","-3.50","3.59","-0.53","1.95","-0.18","-0.3","6.84","8.41","90.23","0.986","10","14.1","10","48.32","50.00","18.62","18.98","18.68","49.92"
"643","Matt Boldy","MIN","L","75","1041.85","13.891333333333","10.75","-3.29","5.95","9.16","-1.27","6.18","7.64","-1.02","7.51","1.28","0.15","10.78","0.83","-0.07","9.12","8.67","-0.65","8.59","4.33","-0.83","11.94","0.38","-0.37","15.94","5.79","0.25","6.40","0.93","0.12","16.67","4.9","-4.21","4.51","0.3","0.63","-4.44","9.97","90.58","1.005","11.29","15.09","8.58","33.34","56.81","21.02","20.56","17.28","54.89"
"703","Thomas Bordeleau","S.J","C","27","312.16666666667","11.561728395062","6.47","-3.29","4.20","5.74","-2.47","4.99","1.37","-0.39","1.64","-0.76","-0.34","-9.44","0.27","-0.17","4.44","2.39","-2.35","4.27","2.06","-0.07","5.80","-0.39","-0.41","-8.35","0.43","-3.05","3.68","-0.85","0.51","-37.57","11.25","2.21","4.62","0.38","-0.45","28.24","3.76","89.35","0.931","6.34","13.07","10.19","49.01","38.37","15.38","16.15","23.64","39.41"
"331","Fredrik Olofsson","COL","L","57","473.98333333333","8.3154970760234","-20.01","-3.32","-7.55","-16.1","-2.42","-9.05","-9.97","-2.81","-6.53","-1.22","-0.46","-7.82","-0.97","-0.08","-9.82","-10.78","-1.76","-8.98","-4.01","-0.24","-8.76","-0.8","-0.27","-12.94","-9.02","-2.03","-9.13","0.17","-0.52","18.08","-21.74","-2.49","-10.66","-0.79","0.28","-55.56","8.43","91.04","0.995","4.18","15.06","7.34","60.38","36.26","8.23","20.38","14.56","36.11"
"481","Mathieu Olivier","CBJ","R","54","574.08333333333","10.631172839506","-7.79","-3.33","-2.07","-6.18","-4.34","-1.50","-6.62","-2.22","-4.45","-0.7","-0.68","-1.26","-0.34","-0.35","-0.43","-3.38","-2.22","-1.37","-0.28","-0.86","0.97","0.18","-0.06","4.09","-4.13","-1.82","-2.80","-0.66","-0.41","-13.75","-10.37","-2.11","-4.55","-0.56","-0.46","-18.59","8.41","92.48","1.009","6.27","13.17","7","49.12","47.24","11.71","17.98","16.62","41.33"
"159","William Karlsson","VGK","C","70","852.9","12.184285714286","4.58","-3.35","3.22","4.79","-2.75","4.39","2.45","-2.95","4.57","0.82","-0.35","10.83","0.29","-0.4","6.94","1.42","-4.01","4.99","0.13","-2.73","7.11","-0.03","-0.08","1.09","1.72","-1.71","3.76","0.98","-0.27","20.35","5.19","0.98","2.02","0.17","-0.09","13.20","10.02","91.58","1.016","10.13","11.68","9.29","42.42","52.17","19.42","17.16","18.71","50.92"
"618","Logan O'Connor","COL","R","57","699.88333333333","12.27865497076","4.77","-3.4","3.34","3.34","-4.3","4.52","1.06","-3.13","3.66","-0.33","-0.58","3.12","0.28","-0.05","3.10","0.25","-0.32","0.53","1.17","0.96","0.15","0.14","-0.01","2.63","-1.23","-1.71","0.90","-0.61","-0.77","15.58","-0.65","-1.06","0.22","-0.02","0.01","-1.71","8.09","92.11","1.002","5.83","13.89","10.63","49.29","35.42","10.72","18.95","20.75","34.06"
"730","Josh Doan","ARI","R","11","133.53333333333","12.139393939394","3.95","-3.4","3.05","3.58","-1.64","2.94","3.31","-2.59","4.89","0.56","-1.09","13.22","0.65","-0.41","9.12","5.97","-7.87","12.32","5.57","-4.09","20.23","-0.25","-0.26","2.11","0.53","-5.04","6.55","1.62","-0.33","30.48","-1.07","9.52","-4.56","-0.59","-0.84","30.77","12.68","92.19","1.049","9.44","16.63","11.68","46.73","44.68","17.07","21.12","21.57","44.19"
"577","Rasmus Dahlin","BUF","D","81","1609","19.864197530864","9.45","-3.41","5.44","6.93","-3.39","6.08","4.92","-2.66","6.51","-0.36","-0.03","-3.23","0.3","-0.15","4.41","4.49","-1.1","5.14","1.78","-1.04","6.41","0.08","-0.1","3.92","3.61","-0.08","4.16","-0.58","-0.11","-7.23","11.17","-3.27","7.13","-0.06","0.23","-11.42","7.35","90.88","0.982","10.03","13.98","8.5","39.53","54.12","23.49","19.84","17.56","57.22"
"685","Marco Rossi","MIN","C","82","1142.2","13.929268292683","2.96","-3.41","2.76","2.09","-2.06","2.55","1.34","-0.36","1.52","-0.2","-0.66","4.89","0.1","-0.15","2.74","1.07","-1.5","2.54","1.27","-1.31","6.55","0.17","-0.35","11.36","-0.27","-0.25","-0.02","-0.42","-0.22","-5.42","3.36","-6.14","4.69","-0.08","-0.2","2.22","8.10","92.63","1.007","8.04","10.45","4.62","40.29","63.49","18.7","15.29","13.08","58.84"
"394","Denis Gurianov","NSH, PHI","R","18","199.73333333333","11.096296296296","-10.96","-3.42","-3.14","-6.56","-3.32","-1.71","-3.15","-5.95","3.00","-0.04","-2.88","33.88","-0.82","-0.47","-3.97","-8.28","-3.02","-5.05","-3.28","-2.06","-3.91","-0.3","-1.91","39.86","-6.67","-1.29","-5.96","0.19","-1.44","41.67","-11.64","2.61","-6.93","0.17","0.17","0.00","6.74","96.05","1.028","7.21","19.83","9.01","49.57","44.44","13.82","27.04","18.02","43.40"
"402","Evan Rodrigues","FLA","C","80","1007","12.5875","4.31","-3.44","3.18","3.93","-3.11","4.06","1.93","-2.27","3.61","0.34","-0.65","12.40","0.17","-0.21","3.82","0.1","-1.34","1.51","0.33","-1.39","4.16","0.55","-0.45","21.67","-0.31","0.06","-0.42","-0.5","-0.4","3.99","8.42","-2.42","4.73","0.27","0.14","-1.25","8.19","94.55","1.027","12.33","13.76","9.89","43.32","55.50","20.56","18.83","17.58","53.91"
"535","Eetu Luostarinen","FLA","C","82","988.5","12.05487804878","-0.55","-3.44","1.42","-0.5","-1.93","0.96","-1.3","-3.2","2.02","-0.77","0.33","-12.65","-0.14","-0.18","0.65","-2.74","-2.97","0.84","-0.92","-1.46","1.73","0.02","0.23","-4.46","-2.43","-2.01","0.20","-0.66","-0.2","-11.43","2.67","-2.92","2.71","-0.51","0.37","-41.41","6.07","91.34","0.974","11.71","14.93","8.38","46.13","58.31","19.97","19.67","15.05","57.02"
"225","Matthew Benning","S.J","D","14","209.15","14.939285714286","-2.93","-3.45","-0.16","1.8","2.24","0.08","-0.36","3.14","-2.54","-0.77","-0.77","-5.13","0.09","0.71","-4.05","-2.5","0.14","-2.86","1.49","4.45","-2.71","0.25","0.03","5.56","-5.32","-5.75","-2.40","-1.02","-0.77","-40.00","3.8","-5.83","4.84","-0.37","-0.32","-33.33","4.71","93.70","0.984","5.74","6.89","6.89","57.66","45.45","17.79","13.77","20.08","46.97"
"718","Radim Zohorna","PIT","L","33","299.35","9.0712121212121","-2.83","-3.47","0.40","-0.32","-3.22","1.67","0.66","-3.39","3.46","-0.61","-0.43","-1.19","0.08","-0.1","1.58","-1.43","0.13","-1.27","1.42","-0.63","3.98","-0.39","-0.18","-4.37","-3.8","1","-5.18","-0.2","-0.03","-4.00","-9.37","-3.36","-2.90","-0.1","-0.34","33.33","6.71","92.54","0.992","4.81","10.82","11.42","57.93","29.63","10.22","15.23","20.85","32.90"
"376","Mathew Barzal","NYI","C","80","1270.2","15.8775","14.06","-3.48","7.19","13.09","-1.04","7.99","9.56","-0.21","7.92","0.75","0.34","3.70","0.62","0.13","4.53","5.77","0.64","4.66","2.09","0.66","2.96","-0.18","0.27","-9.88","4.91","-0.02","5.80","0.71","0.06","14.27","17.96","-7.62","12.16","0.57","0.04","18.82","8.18","91.65","0.998","9.54","9.68","6","46.39","61.40","20.78","14.5","14.12","59.54"
"399","Yakov Trenin","COL, NSH","C","76","935.1","12.303947368421","-2.92","-3.48","0.31","-1.88","-2.52","0.42","-2.25","-1.31","-0.79","-0.71","-1.02","4.72","-0.2","-0.21","0.31","-3.26","-3.73","0.78","-0.82","0.01","-1.75","-0.6","-0.14","-8.67","-3.26","-4.99","2.63","-0.47","-0.9","22.73","-6.01","6.83","-6.19","0.38","-0.28","26.45","7.42","94.25","1.017","4.81","13.73","9.88","49.47","32.75","11.1","19.12","20.92","34.67"
"512","Robert Thomas","STL","C","82","1193.5333333333","14.555284552846","9.96","-3.49","5.95","8.6","-0.83","5.79","5.94","-2.44","7.15","1.06","-0.58","16.69","0.65","0.01","6.65","7.24","-0.75","7.66","1.95","0.71","3.44","0.2","-0.43","12.82","7.05","-1.95","10.68","1.46","0.13","24.56","10.23","-1.88","6.34","-0.34","-0.42","-1.05","9.60","93.02","1.026","10.2","13.98","10.46","36.6","49.39","20.61","19.25","20.76","49.82"
"104","Chris Tanev","CGY, DAL","D","75","1231.4333333333","16.419111111111","-5.49","-3.51","-0.68","-3.15","-4.17","0.88","-1.24","-3.92","2.59","0","-0.51","5.23","-0.08","-0.35","2.94","-0.4","-1.87","1.40","-0.49","-1.9","3.41","0.12","-0.36","9.72","0.12","0.04","0.07","0.23","-0.01","5.93","-6.52","1.72","-3.89","-0.42","-0.27","-6.12","8.94","91.30","1.002","6.38","14.47","10.67","54.57","37.43","16.42","21.44","22.66","42.02"
"151","Blake Coleman","CGY","C","78","1093.2","14.015384615385","7.75","-3.52","4.50","5.68","-1.28","3.89","4.22","-2.19","5.32","0.31","-0.33","6.08","0.57","0.02","5.07","4.77","-0.63","4.71","1.8","-0.11","4.15","0.32","0.04","4.90","3.96","-0.69","5.08","0.08","-0.39","9.99","-1.53","4.18","-2.75","-0.1","-0.08","-0.25","8.26","90.93","0.992","7.46","15.42","14.32","41.77","34.26","16.52","21.79","25.08","39.71"
"620","Kyle MacLean","NYI","C","32","317.48333333333","9.9213541666667","-19.13","-3.54","-7.58","-13.15","-3.79","-6.13","-9.28","-3.61","-5.51","-0.61","-1.23","11.43","-0.76","-0.27","-5.33","-8.67","-4.42","-4.40","-3.53","-1.69","-4.21","-0.57","-0.71","13.25","-6.85","-3.64","-4.49","-0.19","-0.57","8.33","-19.13","3.38","-12.28","0.14","-0.14","12.50","9.40","95.65","1.051","11.72","12.1","6.61","54.05","63.92","19.28","16.25","15.12","56.04"
"666","Santeri Hatakka","N.J","D","12","152.33333333333","12.694444444444","-0.14","-3.62","1.40","0.94","-0.96","1.06","-2.3","0.35","-2.07","1.89","-0.08","14.71","-0.01","-0.14","1.21","-2.25","-1.21","-1.05","1.37","0.34","1.93","1.07","0.03","13.73","-4.82","-2.07","-4.17","1.14","-0.29","25.00","-2.92","-6.18","1.62","-0.05","0.15","-10.00","14.10","92.86","1.070","9.85","14.97","8.67","59.08","53.19","16.94","22.06","15.75","51.81"
"605","Jack St. Ivany","PIT","D","14","162.31666666667","11.594047619048","-16.94","-3.63","-6.12","-12.47","-5.11","-4.91","-10.14","-3.77","-6.73","-1.69","-0.4","-10.51","-0.34","-0.56","2.22","-6.38","-5.96","-0.59","-2.69","-2.14","-0.96","-1.1","0.1","-23.81","-4.92","-5.09","-0.35","-0.7","-0.92","35.29","-14.9","-7.92","-3.99","-0.09","0.27","-6.67","10.91","90.14","1.010","5.54","6.65","6.28","62.1","46.88","12.57","13.68","15.53","44.74"
"547","Morgan Barron","WPG","C","80","712.78333333333","8.9097916666667","-5.64","-3.64","-0.80","-5.65","-4.4","-0.60","-3.8","-3.04","-0.53","-0.65","-0.28","-2.70","-0.63","-0.27","-3.78","-4.89","-3.07","-1.71","-2.54","-0.96","-3.71","-0.67","-0.41","-2.82","-3.14","-2.8","-0.21","-0.23","0.11","-9.17","-7.24","-5.08","-0.97","0.27","0.07","5.95","7.76","93.89","1.017","7.24","14.23","6.73","52.19","51.81","13.22","19.61","13.97","48.61"
"751","Arber Xhekaj","MTL","D","44","632.7","14.379545454545","3.24","-3.64","2.86","1.86","-1","1.72","2.53","0.83","1.55","0.85","0.04","7.63","0.31","-0.08","3.67","0.44","-2.66","2.67","3.08","-1.07","9.07","0.44","0.13","6.63","-3.52","-2.12","-2.26","0.12","0.04","1.50","6.62","-8.32","7.64","0.33","-0.16","21.67","10.32","92.55","1.029","7.4","10.43","5.12","42.01","59.09","18.21","16.79","14.41","55.81"
"269","Jonathan Drouin","COL","L","79","1093.35","13.839873417722","4.95","-3.65","3.46","5.73","-1.5","3.98","3.92","-1.25","4.07","0.96","-0.04","7.80","0.29","-0.23","5.01","4.15","-2.08","5.32","0.82","-1.62","5.38","0.66","-0.16","13.17","4.45","-0.62","5.22","0.47","0.17","2.55","6.44","-4.07","4.91","-0.08","-0.02","-2.38","10.62","91.00","1.016","12.95","13.34","6.37","42.69","67.05","23.1","19.37","15.42","59.97"
"534","Gustav Lindstrom","ANA, MTL","D","46","670.93333333333","14.585507246377","-5.99","-3.67","-1.52","-3.51","-4.23","-0.13","-2.01","-2.94","0.30","0.54","-1.51","22.85","-0.12","-0.21","0.49","-1.68","-0.78","-1.21","0.41","-0.72","2.61","0.59","-0.44","20.95","-2.79","-0.08","-3.92","-0.36","-0.86","5.22","-5.61","-7.25","-0.05","0.32","-0.61","47.62","11.02","94.72","1.057","5.72","12.34","7.15","48.11","44.44","11.72","18.15","17.62","39.94"
"630","Alex Turcotte","L.A","C","20","181.91666666667","9.0958333333333","2.06","-3.67","2.54","1.62","-5.23","4.44","-0.99","-4.37","3.42","0.59","-0.83","16.69","-0.07","-0.29","2.69","1.61","0.84","0.61","1","0.53","0.97","0.42","-0.09","9.17","0.8","0.41","0.39","0.81","-0.61","54.55","-4.03","-4.71","0.42","-0.63","-0.41","-5.56","10.23","94.37","1.046","10.55","11.87","7.59","54.75","58.18","16.82","17.48","17.48","49.04"
"60","Marco Scandella","STL","D","65","734.16666666667","11.294871794872","-4.65","-3.69","-0.84","-3.73","-2.62","-1.10","-2.54","0.35","-2.66","-0.13","-0.55","4.55","-0.26","0.03","-3.25","-2.31","-1.03","-1.59","-1.45","1.11","-5.83","-0.05","-0.24","3.59","-1.15","-2.85","1.76","-0.14","-0.34","6.88","-5.41","-11.28","2.09","0.04","-0.05","4.44","8.50","93.72","1.022","8.09","11.2","5.56","62.11","59.28","15.2","16.84","12.59","54.71"
"212","Chris Tierney","N.J","C","52","426.71666666667","8.2060897435897","-17.91","-3.69","-6.69","-12.3","-3.25","-6.14","-9.15","-4.31","-5.00","-0.53","-0.39","-1.26","-1.08","-0.38","-7.96","-12.16","-4.44","-8.93","-4.87","-2.41","-6.95","-0.51","-0.51","1.04","-9.72","-2.7","-10.38","-0.7","0.13","-21.56","-11.77","-0.9","-5.67","0.72","0.03","20.51","11.04","90.91","1.019","8.58","13.92","7.03","60.6","54.95","13.78","18.42","15.33","47.34"
