"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"275","Bo Horvat","NYI","C","81","1201.3166666667","14.831069958848","15.69","-2.01","7.23","13.42","0.22","7.42","9.77","0.04","7.83","0.84","0.2","5.93","0.66","0.04","5.74","6.91","0.84","5.44","2.44","1.07","2.77","-0.08","0.16","-5.05","5.96","-0.3","7.22","0.59","-0.2","17.45","20.52","-4.96","12.03","0.68","0.27","14.36","8.43","92.11","1.005","11.04","10.24","7.74","47.3","58.78","22.38","15.18","17.73","55.79"
"22","Nick Foligno","CHI","L","74","969.95","13.107432432432","-0.99","-2.02","0.28","-1.03","-2.62","0.67","-1.28","-1.23","-0.33","0.43","0.48","1.75","0.11","-0.24","3.28","-0.9","-1.44","0.15","-0.03","-1.19","2.08","0.26","0.02","5.48","-1.16","-0.33","-1.21","0.27","0.22","3.62","0.66","2.07","-0.56","-0.06","0.43","-10.92","8.54","89.48","0.980","9.09","13.67","8.47","40.15","51.76","17.57","18.43","19.79","47.02"
"105","Mats Zuccarello","MIN","R","69","964.3","13.975362318841","0.52","-2.03","1.10","0.17","-1.7","1.15","-0.19","-0.72","0.46","0.55","-0.16","7.08","0.02","-0.13","1.67","0.99","-0.79","1.74","0.81","-0.3","2.75","0.56","-0.23","15.01","0.23","-0.66","1.07","-0.13","0.42","-12.83","1.06","-5.55","3.16","0.14","-0.35","16.67","10.23","91.24","1.015","10.39","12.26","5.6","37.83","64.98","20.6","18.54","13.75","59.96"
"544","Nick Perbix","T.B","D","77","1230.15","15.975974025974","-4.42","-2.03","-1.02","-1.59","-3.17","1.02","0.09","-1.3","1.23","0.42","-0.22","6.11","-0.19","-0.05","-1.56","-2.47","-0.95","-1.39","-1.16","-0.61","-1.27","0.01","0.03","-0.46","-1.75","-0.45","-1.48","0.25","0.1","4.12","-1.01","-2.97","1.07","0.33","-0.44","30.50","10.02","90.18","1.002","5.85","13.17","7.61","52.29","43.48","16","20.14","16.34","49.47"
"267","Nathan MacKinnon","COL","C","82","1386.3833333333","16.907113821138","14.27","-2.04","6.22","12.12","-0.41","6.70","8.2","0.23","6.01","2.04","0.38","12.12","0.78","-0.11","8.03","11.13","0.17","8.50","3.27","-0.77","7.96","1.04","-0.01","16.40","10.48","1.24","8.84","1.21","0.58","3.62","17.67","-3.31","9.41","0.13","-0.06","7.18","11.66","90.24","1.019","15.8","13.07","5.8","36.09","73.15","30.16","19.95","15.45","66.13"
"697","Anton Lundell","FLA","C","78","956.5","12.262820512821","2.35","-2.04","1.81","1.11","-0.38","0.84","0.18","-2.08","2.09","-0.5","-0.39","0.20","0.04","0.1","-0.70","-1.01","-1.29","0.51","-0.04","-0.26","0.55","0.12","-0.11","5.05","-1.29","-1.37","0.55","-0.31","-0.6","19.35","3.55","-3.68","3.49","-0.56","0.25","-35.68","6.71","93.83","1.005","11.04","13.8","7.4","46.61","59.86","20.51","19.57","14.55","58.50"
"5","Corey Perry","CHI, EDM","R","54","600.26666666667","11.116049382716","-6.6","-2.06","-1.87","-4.66","-0.1","-2.68","-4.39","-0.91","-2.87","0.25","0.72","-4.71","-0.27","-0.31","0.66","-2.75","-3.76","1.09","-1.44","-0.95","-0.73","-0.61","0.26","-14.78","-1.75","-3.75","2.39","0.28","0.42","-2.07","-9.06","0.04","-4.68","0.93","0.21","16.67","10.79","89.36","1.002","9.7","12.49","8.4","43.58","53.59","18.19","18.39","16.39","52.60"
"741","Brandt Clarke","L.A","D","16","179.2","11.2","7.06","-2.07","3.43","8.16","-2.21","5.22","6.54","-2.36","6.65","-0.47","0.6","-12.09","0.94","0.28","4.37","6.22","0.63","4.26","3.43","0.38","5.88","-0.77","1.54","-45.39","3.71","0.33","3.20","0.49","-0.45","26.92","11.33","-3.04","6.23","-0.1","-0.87","60.00","3.45","88.46","0.919","11.38","9.04","9.38","44.87","54.84","24.11","14.73","16.41","59.50"
"729","Janis Moser","ARI","D","80","1323.55","16.544375","2.47","-2.1","1.95","-0.46","-2.42","1.10","-0.78","0.48","-1.12","-0.17","0.2","-3.50","0.05","0","0.47","1.54","-0.3","1.67","1.03","0.05","2.26","0.26","-0.01","5.00","0.68","-0.46","1.28","-0.36","0.03","-9.21","-0.19","-1.13","0.44","-0.23","0.27","-19.46","9.43","90.90","1.003","6.62","15.41","10.61","47.87","38.42","16.55","21.71","19.9","45.40"
"237","MacKenzie Weegar","CGY","D","82","1454.45","17.737195121951","7.67","-2.16","3.92","4.62","-1.43","3.43","2.4","-0.13","2.08","0.23","0.09","1.43","0.25","0.15","0.85","2.02","0.77","1.12","0.59","0.98","-0.85","-0.17","0.32","-9.85","1.91","-0.27","2.43","0.04","-0.29","6.38","7.22","-3.24","4.85","0.54","0.01","15.79","8.43","90.22","0.986","7.51","12.38","8.33","53.63","47.40","21.37","20.17","18.11","54.13"
"307","Travis Sanheim","PHI","D","81","1481.75","18.293209876543","-6.05","-2.17","-1.51","-4.03","-0.46","-1.93","-3.52","0.66","-3.41","-0.23","0.6","-7.53","-0.18","-0.12","-0.42","-1.03","-1.33","0.35","-0.66","-0.78","0.50","-0.07","0.07","-2.45","-0.48","-0.73","0.29","-0.17","0.42","-12.31","-4.94","0.99","-2.78","-0.05","0.31","-14.20","7.80","88.11","0.959","8.1","15.95","8.18","44.95","49.75","20.21","23.97","17.7","53.31"
"526","Erik Brannstrom","OTT","D","76","1067.65","14.048026315789","-4.2","-2.17","-0.81","-2.17","-3.14","0.68","-0.66","-2.25","1.42","-0.38","-1.03","5.50","0.11","-0.16","2.56","-1.68","-0.77","-0.88","0.86","-0.64","3.39","-0.21","-0.5","5.13","-3.38","-0.17","-3.87","-0.45","-0.4","-4.09","-4.5","-2.39","-0.95","0.24","-0.33","23.81","7.21","91.99","0.992","7.19","11.01","6.13","54.91","54.01","17.65","17.25","15.06","53.95"
"335","Danton Heinen","BOS","L","74","930.75","12.577702702703","2.26","-2.2","1.94","1.82","0.99","0.59","2.01","0.56","1.36","0.49","-0.03","4.64","0.06","0.24","-1.70","0.38","-1.37","1.60","-1.28","0.79","-4.55","-0.19","0.05","-4.07","2.22","-2.87","6.14","0.94","-0.07","22.76","1.38","-0.6","1.08","-0.03","-0.03","0.00","10.61","92.89","1.035","8.25","12.96","9.48","49.64","46.55","14.89","17.6","18.11","45.12"
"391","Mitchell Stephens","MTL","C","23","180.3","7.8391304347826","-11.07","-2.21","-4.58","-7.9","-0.42","-5.13","-5.8","0.91","-6.51","0.65","-0.83","15.58","-1.22","0.05","-15.11","-9.32","-1.22","-9.99","-5.71","-0.54","-14.98","-0.05","-0.45","8.25","-4.81","-0.9","-6.42","1.19","-0.62","38.67","0.1","-5.35","2.77","-0.18","0.12","-33.33","12.31","93.88","1.062","7.32","12.65","6.99","63.56","51.16","11.98","18.97","15.64","43.37"
"638","Cam York","PHI","D","82","1407.1666666667","17.160569105691","-6.63","-2.22","-1.73","-4.85","-1.27","-1.87","-3.57","-1.24","-1.64","-0.27","0.35","-5.98","-0.21","0.03","-2.33","-2.5","-0.62","-1.69","-0.63","-0.11","-1.07","-0.21","0.35","-10.00","-2.49","-0.68","-2.20","-0.15","0.19","-7.50","-3.71","0.75","-2.09","0.06","-0.2","11.11","7.65","88.24","0.959","8.53","15.82","8.36","47.93","50.51","20.85","24.6","18.04","53.62"
"644","Jack Hughes","N.J","C","62","976.56666666667","15.751075268817","8.81","-2.23","4.41","7.11","0.33","3.70","5.87","1.3","3.60","-0.12","0.27","-3.62","0.22","0.09","0.94","4.98","0.31","3.90","-0.8","0","-1.73","-0.39","0.24","-10.91","7.71","0.42","7.50","0.35","0.31","1.43","9.73","-5.15","7.12","0.01","-0.29","13.17","7.73","90.31","0.980","11.67","10.26","4.73","46.39","71.16","22.18","15.54","11.37","66.12"
"450","Boris Katchouk","CHI, OTT","L","59","601.55","10.195762711864","1.55","-2.25","1.60","0.16","-2.92","1.79","0.93","-2.22","2.70","-0.14","-0.59","3.00","-0.08","-0.31","2.12","1.73","-0.88","2.40","1.36","-0.71","4.95","0.25","-0.34","12.02","0.49","-0.24","0.81","-0.53","-0.31","-12.28","-2.56","-5.39","1.25","0.02","-0.02","1.65","5.45","91.72","0.972","7.08","8.98","7.18","54.86","49.65","14.36","14.16","16.46","46.60"
"654","Jayden Struble","MTL","D","56","856.75","15.299107142857","-0.73","-2.25","0.52","-2.36","1.16","-2.12","-1.89","-0.03","-1.74","-0.35","-0.23","-1.32","-0.23","0.27","-4.51","-1.56","0.43","-1.91","-0.47","2.19","-5.22","-0.2","0.21","-7.70","-1.44","-2.35","0.49","0.17","-0.68","20.00","-1.64","-7.29","2.68","-0.45","0.09","-31.00","8.74","92.27","1.010","4.83","9.52","5.74","45.59","45.70","12.82","17.02","14.01","47.78"
"568","Mattias Samuelsson","BUF","D","41","698.48333333333","17.036178861789","-0.09","-2.26","0.96","1.83","-2.34","2.51","1.52","-1.09","2.24","-0.24","-0.61","3.28","0.07","-0.24","2.92","-2.33","0.36","-2.53","0.31","-0.96","2.75","0.51","-0.29","17.66","-3.52","1.76","-6.37","-0.77","-0.37","-3.18","1.75","-0.82","1.29","-0.17","-0.06","-5.45","7.76","91.14","0.989","8.16","15.38","8.33","42.86","49.48","18.55","19.93","18.98","49.43"
"548","Carson Meyer","CBJ","R","14","127.5","9.1071428571429","-12.17","-2.3","-4.48","-10.08","-6.92","-3.00","-8.73","-5.64","-4.46","-0.75","-0.84","-2.88","-0.31","-0.53","0.80","-8.86","-1.17","-8.43","-0.38","-0.59","-0.13","0.59","0.13","10.86","-11.31","-0.78","-13.80","-0.82","-0.88","-35.29","-15.73","-8.08","-4.51","-1.04","-0.45","-70.00","6.82","92.31","0.991","4.71","10.35","4.71","53.65","50.00","10.82","14.12","15.53","41.07"
"632","Nils Hoglander","VAN","L","80","910.8","11.385","2.6","-2.31","2.20","1.81","-1.66","2.17","1.19","-1.78","2.80","0.74","-0.21","8.40","0.18","-0.1","2.81","0.07","-1.12","1.24","0.88","-1.06","4.39","0.69","-0.23","13.58","-1.07","-0.08","-1.22","-0.19","0.4","-15.61","-1.99","-2.16","0.12","0.28","-0.41","35.56","12.29","92.41","1.047","8.23","11.79","7.18","58.7","53.42","15.02","17.33","15.88","48.61"
"599","Pontus Holmberg","TOR","R","54","557.26666666667","10.31975308642","-3.92","-2.33","-0.62","-3.77","-4.15","0.42","-3.7","-4.18","0.98","0.03","0.01","0.09","-0.38","-0.43","0.87","-4.32","-4.06","0.02","-1.72","-2.22","1.77","0.6","0.32","1.98","-3.47","-2.45","-1.21","-0.57","-0.39","1.52","-2.95","-3.19","0.25","-0.2","-0.03","-7.14","11.45","90.45","1.019","8.94","13.14","6.14","51.47","59.29","17.01","17.98","15.07","53.02"
"66","Jared Spurgeon","MIN","D","16","243.26666666667","15.204166666667","4.83","-2.34","3.02","5.85","-0.94","4.12","1.94","-2.51","4.24","1.02","-0.21","13.16","0.26","-0.12","4.05","1.34","0.2","0.99","-2.26","-2.18","1.28","-0.47","-1.09","27.83","4.79","3.17","1.85","1","-0.32","33.33","6.31","4.25","1.22","1.07","1.61","37.50","10.26","92.71","1.030","9.37","7.65","10.11","50.56","48.10","19.98","13.81","22.44","47.09"
"634","Cole Caufield","MTL","R","82","1199.9833333333","14.633943089431","7.01","-2.34","4.01","6.24","0.25","3.73","4.82","-0.54","4.78","0.66","-0.44","10.92","0.38","-0.05","4.14","4.53","2.16","2.63","-0.28","-0.07","-0.53","0.2","-0.67","18.48","6.42","2.97","4.92","0.59","0.38","5.22","9.09","-7.36","8.48","-0.01","-0.08","3.33","9.65","92.83","1.025","11.8","14.65","6.95","38.55","62.93","19.1","19.75","15.4","55.36"
"217","Jake McCabe","TOR","D","73","1257.2","17.221917808219","-1.69","-2.37","0.32","-1.46","-0.9","-0.29","-2.13","-0.91","-0.92","-0.01","0.04","-0.51","-0.02","-0.12","1.01","0.36","-0.1","0.40","0.15","0.23","-0.22","-0.51","0.39","-15.37","0.29","-0.44","0.84","0.59","-0.4","22.28","-5.15","-1.74","-1.61","0.09","-0.06","5.56","10.24","90.99","1.012","5.92","13.22","9.12","55.17","39.37","14.75","19.14","17.09","46.33"
"591","Jakub Lauko","BOS","C","60","572.48333333333","9.5413888888889","-14.72","-2.37","-6.44","-11.4","-5.5","-4.57","-9.06","-3.22","-6.34","-1.29","-0.2","-11.52","-0.98","-0.51","-5.67","-9.14","-4.27","-5.49","-3.34","-1.64","-4.03","-0.57","-0.02","-10.19","-7.74","-3.51","-6.68","-0.76","0.07","-27.38","-14.62","1.76","-10.31","-0.22","-0.34","16.94","8.38","93.03","1.014","4.61","19.7","9.64","53.14","32.35","7.13","24.21","19.28","26.98"
"557","Kiefer Sherwood","NSH","L","68","772.75","11.363970588235","-2.25","-2.38","0.14","-1.21","-0.94","-0.10","-1.86","-0.93","-0.71","0.27","-0.82","12.79","-0.35","-0.01","-3.00","-3.35","-0.79","-2.16","-1.59","-0.18","-2.80","-0.17","-0.53","11.52","-2.34","-0.82","-1.72","0.7","-0.39","27.41","-4.74","-6.58","1.27","-0.08","0.04","-4.55","9.25","94.68","1.039","7.07","17.24","7.07","50","50.00","13.12","22.91","15.68","45.55"
"701","Quinton Byfield","L.A","C, R","80","1072.9166666667","13.411458333333","-0.34","-2.38","0.96","-2.49","-0.85","-0.79","-3.11","-0.61","-1.89","0.13","-0.79","11.11","-0.19","-0.29","1.50","-0.5","-2.01","1.62","0.66","-1.49","5.34","0.71","-0.4","20.17","-1.54","-0.69","-0.82","-0.54","-0.34","-5.22","4.23","3.19","0.19","-0.26","-0.19","-1.27","8.83","93.93","1.028","10.74","13.14","9.28","44.01","53.63","21.36","18.57","20.36","51.21"
"663","Ilya Mikheyev","VAN","R","78","946.18333333333","12.130555555556","0.83","-2.44","1.50","0.43","-2.25","1.73","-0.44","-1.34","0.88","-0.32","0.3","-6.31","-0.13","-0.15","0.47","-0.41","-1.36","1.08","0.32","0.6","-0.80","-0.35","0.15","-8.52","-0.97","-2.6","2.49","-0.36","0.1","-12.35","0.59","-1.91","1.31","0.42","0.11","9.17","9.69","90.80","1.005","8.75","10.65","7.61","53.9","53.49","17.12","14.9","16.23","51.33"
"370","Keegan Kolesar","VGK","R","79","821.15","10.394303797468","-7.62","-2.45","-2.33","-8.12","-0.64","-4.75","-6.2","-0.9","-4.74","-1.09","0.09","-12.93","-0.53","-0.09","-4.51","-2.32","-1.46","-0.76","-0.69","-0.98","0.78","-0.39","0.07","-9.58","-2.16","-0.64","-1.71","-0.76","0.25","-22.11","-16.08","-0.62","-8.57","-0.19","-0.24","-5.57","7.00","91.28","0.983","4.97","19.14","9.86","48.88","33.50","8.55","24.4","17.76","32.50"
"488","Juuso Valimaki","ARI","D","68","1134.2666666667","16.680392156863","0.67","-2.46","1.31","1.21","-2.75","2.30","-0.47","-2.23","1.41","0.3","-1.05","13.58","0.14","-0.48","6.01","-0.08","-2.91","2.54","0.13","-2.74","6.49","-0.05","-0.7","14.54","-0.28","-0.23","-0.06","0.08","-0.22","6.45","2.18","-2.41","2.29","0.42","-0.27","24.67","10.34","93.25","1.036","7.41","13.07","7.62","47.82","49.30","16.5","19.2","17.24","48.90"
"688","Ridly Greig","OTT","C","72","881.36666666667","12.241203703704","-5.49","-2.5","-1.22","-2.57","-1.63","-0.50","-1.68","-1.65","0.02","0.61","-0.73","12.46","-0.08","-0.11","0.29","-1.59","-1.59","-0.04","-0.9","-1.45","1.25","0.64","-0.14","13.10","-0.93","-0.19","-0.87","-0.31","-0.47","2.37","-6.2","2.45","-4.28","0.28","-0.35","25.90","10.14","91.48","1.016","9.46","11.23","6.88","54.12","57.92","17.7","16.81","17.22","50.68"
"118","Kevin Hayes","STL","R","79","978.23333333333","12.382700421941","-0.25","-2.51","0.87","-0.67","0.1","-0.48","0.33","0.91","-0.39","-0.08","-0.56","4.91","0.04","-0.2","2.20","-1.53","-2.72","0.72","0.25","-1.17","2.88","0.38","-0.3","13.59","-2.38","-2.07","-0.78","-0.6","-0.44","-3.57","1.51","1.76","0.05","-0.01","0.13","-5.66","8.04","93.47","1.015","7.97","10.73","10.98","42.81","42.07","14.84","14.35","22.39","39.87"
"472","Brandon Hagel","T.B","L","82","1217.1833333333","14.843699186992","7.12","-2.51","4.09","6.21","-0.87","4.27","4.63","-0.83","4.83","0.89","0.62","2.95","0.59","-0.13","7.05","4.94","-0.21","4.56","1.42","-0.81","5.12","-0.13","-0.01","-2.05","4.69","0.79","4.19","1.14","0.77","10.66","3.51","-3.17","3.52","0.24","0.02","9.46","10.47","88.22","0.987","8.82","14","7.69","41.6","53.43","16.07","19.62","15.48","50.94"
"178","Colin Miller","N.J, WPG","D","46","648.41666666667","14.096014492754","7.2","-2.53","3.96","4.43","-1.02","3.06","4.09","-0.18","3.45","0.14","-0.89","10.85","-0.03","-0.03","0.02","1.86","-0.33","1.96","-0.07","-0.21","0.28","-0.42","-0.81","7.61","2.58","-0.16","3.14","0.19","-0.22","9.94","9.29","-7.05","7.92","0.61","0.13","15.45","8.96","93.65","1.026","9.81","12.21","6.01","55.8","61.99","22.49","18.6","14.07","61.52"
"567","Isac Lundestrom","ANA","C","46","526.48333333333","11.445289855072","-4.4","-2.53","-1.17","-3.87","-4.55","-0.12","-3.59","-3.2","-1.11","-0.56","-0.89","2.00","0.09","-0.46","5.74","-2.01","-3.78","1.21","0.04","-1.86","4.27","-0.34","-0.11","-5.84","-2.73","-2.55","-0.99","-0.11","-0.78","15.91","-2.17","1.3","-1.82","-0.19","-0.29","4.55","7.41","93.03","1.004","7.86","14.25","7.86","47.41","50.00","13.9","18.8","18.23","43.26"
"428","Ryan Lindgren","NYR","D","76","1222.5666666667","16.086403508772","-6.88","-2.54","-1.88","-3.7","-2.08","-0.94","-2.69","-1.52","-0.99","0.32","-0.49","8.34","-0.37","0.19","-5.47","-3.07","0.69","-3.43","-1.28","1.39","-5.95","-0.07","-0.27","3.40","-2.38","-0.94","-1.63","0.36","-0.16","11.56","-0.41","-1.68","0.66","0.18","-0.14","12.22","9.68","92.50","1.022","8.24","9.08","9.08","45.74","47.59","21.25","16.1","18.26","53.79"
"665","Aliaksei Protas","WSH","C","78","950.16666666667","12.181623931624","3.82","-2.54","2.77","3.88","-1.3","3.27","4.26","0.34","3.76","0.69","0.21","5.40","0.38","-0.12","5.01","2.44","-1.17","3.43","0.83","-0.65","3.35","0.4","0.34","1.74","2.15","-0.7","3.49","0.12","0.21","-1.37","-1.03","-0.07","-0.56","0.28","-0.41","33.25","9.35","90.91","1.003","6.95","14.97","10.48","46.79","39.86","12.44","19.2","19.07","39.48"
"476","Vincent Desharnais","EDM","D","78","1051.9666666667","13.486752136752","-13.71","-2.55","-4.32","-11.61","-3.68","-4.12","-7.8","-2.84","-3.53","-1.61","-0.82","-7.24","-0.93","-0.36","-3.91","-9.09","-2.46","-5.10","-3.5","-1.94","-1.36","-0.84","-0.7","1.95","-7.46","-0.7","-7.77","-0.85","-0.16","-30.00","-10.73","-1.8","-4.11","-0.2","0.01","-8.75","6.05","93.06","0.991","7.64","13.46","8.16","43.4","48.38","17.11","19.11","17.11","50.00"
"302","Nikolaj Ehlers","WPG","L","82","1073.7333333333","13.094308943089","9.59","-2.56","4.98","7.09","-0.85","4.41","5.56","-0.82","5.15","1.09","0.04","8.40","0.51","-0.01","4.73","4.29","-1.42","5.26","1.59","-0.79","5.20","0.36","-0.04","6.63","3.6","-0.84","5.28","0.92","0.09","13.45","10.49","-2.54","6.14","0.06","0.03","0.67","10.15","93.43","1.036","13.08","11.4","6.71","43.25","66.10","23.36","16.82","15.87","59.54"
"613","Simon Benoit","TOR","D","64","977.03333333333","15.266145833333","-4.98","-2.56","-0.93","-4.35","-3.68","-0.19","-4.29","-3.64","-0.06","-0.46","-0.62","2.22","-0.35","-0.32","0.03","-3.21","-2.58","-0.32","-2.55","-1.03","-2.83","-0.47","-0.31","-1.05","-0.88","-2.07","1.51","0.04","-0.17","5.15","-10.72","0.94","-5.77","-0.02","-0.26","7.89","9.61","90.91","1.005","3.68","12.9","8.78","62.82","29.56","10.07","19.22","16.34","38.14"
"763","Andrei Kuzmenko","CGY, VAN","L","72","815.65","11.328472222222","4.64","-2.56","3.06","4.29","0.54","2.16","2.01","1.37","0.55","0.31","0.7","-4.31","0.18","-0.02","1.89","2.3","-1.05","3.04","2.3","-0.64","6.22","-0.32","0.09","-7.00","0","-0.55","0.70","-0.05","0.83","-16.67","6.94","-3.97","5.52","0.97","-0.02","25.20","10.45","90.08","1.005","12.06","11.11","4.63","53.33","72.25","21.85","15.96","11.55","65.42"
"357","Connor McDavid","EDM","C","76","1233.25","16.226973684211","14.62","-2.58","6.59","12.97","-1.03","7.24","9.95","0.76","6.41","2.11","0.8","7.78","1.15","0.05","7.82","11.61","0.65","7.69","4.7","-0.52","8.58","1.58","0.12","16.30","9.21","1.56","7.20","0.52","0.65","-2.38","13.19","-4.33","8.42","0.21","0.28","-11.18","11.04","89.88","1.009","13.14","10.8","5.89","33.96","69.05","24.67","16.35","14.89","62.36"
"477","Michael Eyssimont","T.B","C","81","912.75","11.268518518519","2.19","-2.6","2.08","-0.01","-1.98","1.25","0.06","-2.12","1.94","-0.44","-1.38","9.85","-0.23","-0.1","-1.41","-0.79","-0.15","-0.59","-0.21","-0.34","0.33","0.03","-0.92","21.42","-0.77","0.26","-1.20","-0.42","-0.53","0.23","-0.58","-2.16","0.86","-0.23","-0.06","-9.29","8.15","93.41","1.016","8.09","17.75","8.81","49.1","47.86","13.08","23.27","16.57","44.12"
"149","Adam Lowry","WPG","C","81","1042.65","12.872222222222","1.89","-2.61","1.93","2.29","-2.57","2.85","1.82","-1.77","3.04","-0.63","-0.83","6.36","0.48","-0.38","8.28","3.42","-3.96","7.05","2.33","-2.58","10.96","0.04","-0.62","16.48","1.44","-1.84","4.12","-0.65","-0.1","-13.89","-5.04","9.37","-7.06","-0.26","-0.19","4.17","6.93","95.60","1.025","8.23","19.39","11.57","42.7","41.57","13.81","25.15","23.31","37.21"
"658","Pavel Dorofeyev","VGK","L","47","570.53333333333","12.139007092199","3.65","-2.63","2.58","2.89","-2.25","3.03","1.4","-1.79","2.74","0.55","-0.19","6.81","0.22","-0.25","4.68","-0.92","-2.09","1.16","0.03","-0.84","2.15","0.15","-0.1","4.75","-1.27","-1.66","0.55","0.62","-0.32","16.82","9.78","-0.72","4.98","-0.1","0.21","-12.03","10.24","92.34","1.026","11.15","11.15","9.89","41.22","53.00","21.56","17.56","18.3","54.09"
"710","Will Cuylle","NYR","L","81","875.93333333333","10.813991769547","-6.04","-2.67","-1.46","-5.24","-2.63","-1.57","-2.67","-2.22","-0.36","-0.67","-0.36","-3.40","-0.33","-0.31","-0.39","-4.79","-1.97","-2.70","-2.09","-1.22","-2.21","-0.02","-0.73","15.23","-3.59","-1","-3.05","-0.5","0.19","-17.20","-4.15","-4.21","0.11","-0.39","0.32","-28.79","7.18","92.00","0.992","10.14","12.74","5","54.52","66.97","15.75","16.99","13.56","53.74"
"85","Reilly Smith","PIT","R","76","999.11666666667","13.146271929825","-1.85","-2.7","0.39","-2.88","-2.72","-0.04","-2.28","-1.62","-0.45","-0.37","-0.6","2.57","-0.26","-0.49","2.43","-1.14","-2.76","1.52","-0.88","-2.02","2.85","-0.01","0","-0.14","-0.35","-0.99","0.72","-0.12","-0.77","31.98","-2.66","-1.01","-0.77","-0.38","0.01","-11.11","8.33","92.28","1.006","9.79","12.67","7.75","50.44","55.82","18.38","18.56","17.66","51.00"
"332","Devon Toews","COL","D","82","1468.6","17.909756097561","0.99","-2.74","1.57","0.76","-2.5","1.93","0.3","-1.04","1.15","0.35","-0.18","4.60","0.23","-0.32","5.43","1.19","-2.2","3.12","0.42","-1.2","3.60","-0.03","-0.14","1.84","1.03","-1.33","2.76","0.53","0.05","6.99","9.34","-3.04","5.70","-0.03","-0.12","3.66","10.08","91.25","1.013","12.13","12.62","7.07","34.81","63.19","26.47","19.57","16.71","61.31"
